API,Well_Number,Symbol_Desc,Symbol,Reliab,Location_Source,Lat27,Long27,Lat83,Long83,Wellbore_Status,Last_Permit_Issued,Last_Permit_Operator_Number,Last_Permit_Operator,Last_Permit_Lease_Name,Total_Depth,Surface_Location,Abstract,Survey,Block,Section,Distance1,Direction1,Distance2,Direction2,Proration_Schedule,District,LeaseID,Operator_Number,Operator,Lease_Name,Field,Well_No,Well_Type,On_Schedule,plugDate,plugDepth,plugOperator,plugLeasename
43936049,18H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69991811,-97.42500875,32.70004965,-97.42530591,OPEN,719635,945936,XTO ENERGY INC.,LMRA WEST UNIT,6826,Land,160,BURKE E H,,,1335,N,316,E,GAS,09,265311,945936,XTO ENERGY INC.,LMRA WEST UNIT,NEWARK EAST (BARNETT SHALE),  18H ,PRODUCING,YES,,,,
43936049,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69776711,-97.41245307,32.6978988,-97.41274983,OPEN,719635,945936,XTO ENERGY INC.,LMRA WEST UNIT,6826,Land,160,BURKE E H,,,1335,N,316,E,GAS,09,265311,945936,XTO ENERGY INC.,LMRA WEST UNIT,NEWARK EAST (BARNETT SHALE),  18H ,PRODUCING,YES,,,,
43936057,3H,Gas Well,5,30,Operator reported location - Distances w/o Plat or Plat w/o Distances,32.70053984,-97.42601789,32.70067133,-97.42631504,OPEN,719674,945936,XTO ENERGY INC.,LMRA WEST UNIT,6742,Land,160,BURKE E H,,,304,E,1335,N,GAS,09,265337,945936,XTO ENERGY INC.,LMRA WEST UNIT,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43936057,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69776712,-97.41241405,32.6978988,-97.41271073,OPEN,719674,945936,XTO ENERGY INC.,LMRA WEST UNIT,6742,Land,160,BURKE E H,,,304,E,1335,N,GAS,09,265337,945936,XTO ENERGY INC.,LMRA WEST UNIT,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43936070,L7H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68792768,-97.4071619,32.68805979,-97.40745845000001,OPEN,720147,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS A UNIT,6823,Land,160,BURKE E H,,,1334,N,280,E,GAS,09,264047,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS A UNIT,NEWARK EAST (BARNETT SHALE),L  7H ,PRODUCING,YES,,,,
43936070,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69776988,-97.41233601,32.6979016,-97.41263272,OPEN,720147,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS A UNIT,6823,Land,160,BURKE E H,,,1334,N,280,E,GAS,09,264047,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS A UNIT,NEWARK EAST (BARNETT SHALE),L  7H ,PRODUCING,YES,,,,
43936084,11H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68104735,-97.44961138,32.68117952,-97.44990923,OPEN,720479,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6674,Land,362,CAMBO J,,,134,E,289,N,GAS,09,264394,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),  11H ,PRODUCING,YES,,,,
43936084,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68762582,-97.44243556,32.68775771,-97.44273322,OPEN,720479,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6674,Land,362,CAMBO J,,,134,E,289,N,GAS,09,264394,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),  11H ,PRODUCING,YES,,,,
43936087,5H,Gas Well,5,40,Operator reported location - Distances and Plat,32.680822,-97.44468448,32.68095415,-97.44498218,OPEN,720472,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6726,Land,362,CAMBO J,,,133,E,265,N,GAS,09,264049,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43936087,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68769189,-97.44243202,32.68782381,-97.44272962,OPEN,720472,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6726,Land,362,CAMBO J,,,133,E,265,N,GAS,09,264049,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43936088,33H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68214609,-97.41161505,32.68227838,-97.41191168,OPEN,720488,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW A UNIT,6888,Land,832,I&GN RR CO,,,753,W,549,S,GAS,09,264440,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW A UNIT,NEWARK EAST (BARNETT SHALE),  33H ,PRODUCING,YES,,,,
43936088,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67069392,-97.41303818,32.67082659,-97.4133349,OPEN,720488,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW A UNIT,6888,Land,832,I&GN RR CO,,,753,W,549,S,GAS,09,264440,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW A UNIT,NEWARK EAST (BARNETT SHALE),  33H ,PRODUCING,YES,,,,
43936093,14H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68394859,-97.45541669,32.68408058,-97.45571471,OPEN,720483,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6062,Land,362,CAMBO J,,,134,E,277,N,GAS,09,264438,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),  14H ,PRODUCING,YES,,,,
43936093,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68765882,-97.44243542,32.68779071,-97.44273302,OPEN,720483,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6062,Land,362,CAMBO J,,,134,E,277,N,GAS,09,264438,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),  14H ,PRODUCING,YES,,,,
43936100,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68805052,-97.45188724,32.68818234,-97.45218511,OPEN,720814,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6645,Land,362,CAMBO J,,,129,E,218,N,GAS,09,264100,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936100,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68782141,-97.44241845,32.6879533,-97.44271612,OPEN,720814,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,6645,Land,362,CAMBO J,,,129,E,218,N,GAS,09,264100,945936,XTO ENERGY INC.,EDWARDS BENBROOK UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936101,7H,Gas Well,5,40,Operator reported location - Distances and Plat,32.66218449,-97.41373202,32.6623175,-97.41402871,OPEN,720830,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW E UNIT,6918,Land,832,I&GN RR CO,,,510,S,759,W,GAS,09,265771,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW E UNIT,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43936101,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67068996,-97.41310404,32.67082269,-97.4134007,OPEN,720830,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW E UNIT,6918,Land,832,I&GN RR CO,,,510,S,759,W,GAS,09,265771,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW E UNIT,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43936105,11H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68489242,-97.43384125,32.68502446,-97.43413866,OPEN,720905,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6837,Land,1264,ROGERS J,,,2440,W,693,S,GAS,09,264077,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),  11H ,PRODUCING,YES,,,,
43936105,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67757997,-97.43411305,32.67771233,-97.43441035,OPEN,720905,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6837,Land,1264,ROGERS J,,,2440,W,693,S,GAS,09,264077,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),  11H ,PRODUCING,YES,,,,
43936106,10H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68629961,-97.43475982,32.6864316,-97.43505719,OPEN,720913,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6683,Land,1264,ROGERS J,,,678,S,2439,W,GAS,09,264078,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),  10H ,PRODUCING,YES,,,,
43936106,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67876996,-97.43405004,32.67890228,-97.43434735,OPEN,720913,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6683,Land,1264,ROGERS J,,,678,S,2439,W,GAS,09,264078,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),  10H ,PRODUCING,YES,,,,
43936107,9H,Gas Well,5,40,Operator reported location - Distances and Plat,32.6866959,-97.4357814,32.68682788,-97.43607882,OPEN,720924,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6726,Land,1264,ROGERS J,,,663,S,2439,W,GAS,09,264098,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),   9H ,PRODUCING,YES,,,,
43936107,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67872996,-97.43405004,32.67886228,-97.43434735,OPEN,720924,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6726,Land,1264,ROGERS J,,,663,S,2439,W,GAS,09,264098,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),   9H ,PRODUCING,YES,,,,
43936108,8H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68640134,-97.43683098,32.68653329,-97.43712845,OPEN,720936,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6673,Land,1264,ROGERS J,,,648,S,2438,W,GAS,09,264099,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936108,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67868996,-97.43405004,32.67882229,-97.43434735,OPEN,720936,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,6673,Land,1264,ROGERS J,,,648,S,2438,W,GAS,09,264099,945936,XTO ENERGY INC.,TIMBER CREEK A UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936113,14H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68672271,-97.42905063,32.68685472,-97.42934781,OPEN,721046,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,6820,Land,1264,ROGERS J,,,670,S,2538,W,GAS,09,264107,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,NEWARK EAST (BARNETT SHALE),  14H ,PRODUCING,YES,,,,
43936113,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67874996,-97.43373004,32.67888229,-97.43402734,OPEN,721046,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,6820,Land,1264,ROGERS J,,,670,S,2538,W,GAS,09,264107,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,NEWARK EAST (BARNETT SHALE),  14H ,PRODUCING,YES,,,,
43936114,12H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68625921,-97.432892,32.68639121,-97.43318933,OPEN,721037,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,6771,Land,1264,ROGERS J,,,685,S,2539,W,GAS,09,264747,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,NEWARK EAST (BARNETT SHALE),  12H ,PRODUCING,YES,,,,
43936114,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67878996,-97.43373004,32.67892228,-97.43402734,OPEN,721037,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,6771,Land,1264,ROGERS J,,,685,S,2539,W,GAS,09,264747,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,NEWARK EAST (BARNETT SHALE),  12H ,PRODUCING,YES,,,,
43936115,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68395477,-97.42735967,32.68408693,-97.42765686,OPEN,721105,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,6763,Land,1264,ROGERS J,,,655,S,2537,W,GAS,09,264743,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936115,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.67869996,-97.43373004,32.67883229,-97.43402734,OPEN,721105,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,6763,Land,1264,ROGERS J,,,655,S,2537,W,GAS,09,264743,945936,XTO ENERGY INC.,TIMBER CREEK B UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936120,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.68224754,-97.38819849,32.6823799,-97.38849446,LOCATION,721206,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF NORTH,0,Land,1092,MORGAN W J,,,592,S,610,E,,,,,,,,,,,,,,
43936122,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.68213416,-97.38896026,32.6822666,-97.38925629,LOCATION,721193,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF NORTH,0,Land,1092,MORGAN W J,,,600,S,605,E,,,,,,,,,,,,,,
43936123,4H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.68224683,-97.38726548,32.6823792,-97.38756144,LOCATION,721213,882575,VANTAGE FORT WORTH ENERGY LLC,SOUTHCLIFF NORTH,0,Land,1092,MORGAN W J,,,583,S,615,E,,,,,,,,,,,,,,
43936129,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.6878935,-97.42683515,32.68802549,-97.42713235,OPEN,721433,945936,XTO ENERGY INC.,LMRA MONT DEL B UNIT,6825,Land,160,BURKE E H,,,1335,N,292,E,GAS,09,265364,945936,XTO ENERGY INC.,LMRA MONT DEL B UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43936129,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.69776712,-97.41237504,32.6978988,-97.41267172,OPEN,721433,945936,XTO ENERGY INC.,LMRA MONT DEL B UNIT,6825,Land,160,BURKE E H,,,1335,N,292,E,GAS,09,265364,945936,XTO ENERGY INC.,LMRA MONT DEL B UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43936136,8H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69780116,-97.38696406,32.69793304,-97.38726005,OPEN,721699,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6925,Land,217,BBB&C RR CO,,,871,W,1702,S,GAS,09,266380,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936136,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68905291,-97.4030562,32.68918497,-97.40335263,OPEN,721699,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6925,Land,217,BBB&C RR CO,,,871,W,1702,S,GAS,09,266380,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936156,8H,Gas Well,5,40,Operator reported location - Distances and Plat,32.66663951,-97.42797643,32.66677226,-97.42827355,OPEN,722135,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,6885,Land,832,I&GN RR CO,,,534,S,740,W,GAS,09,265792,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936156,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67065345,-97.41308073,32.67078619,-97.4133774,OPEN,722135,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,6885,Land,832,I&GN RR CO,,,534,S,740,W,GAS,09,265792,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936158,10H,Gas Well,5,40,Operator reported location - Distances and Plat,32.66096441,-97.39958972,32.66109751,-97.39988597,OPEN,722220,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW F UNIT,6923,Land,832,I&GN RR CO,,,538,S,762,W,GAS,09,264441,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW F UNIT,NEWARK EAST (BARNETT SHALE),  10H ,PRODUCING,YES,,,,
43936158,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67066308,-97.4130059,32.67079579,-97.4133026,OPEN,722220,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW F UNIT,6923,Land,832,I&GN RR CO,,,538,S,762,W,GAS,09,264441,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW F UNIT,NEWARK EAST (BARNETT SHALE),  10H ,PRODUCING,YES,,,,
43936159,10H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69967904,-97.3914706,32.69981075,-97.39176669,OPEN,722346,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6912,Land,217,BBB&C RR CO,,,1731,S,875,W,GAS,09,266183,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),  10H ,TEMP ABANDONED,YES,,,,
43936159,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68913263,-97.40304436,32.68926467,-97.40334083,OPEN,722346,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6912,Land,217,BBB&C RR CO,,,1731,S,875,W,GAS,09,266183,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),  10H ,TEMP ABANDONED,YES,,,,
43936160,6H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68895772,-97.45033124,32.68908952,-97.45062906,OPEN,722356,945936,XTO ENERGY INC.,EDWARDS RANCH A UNIT,6702,Land,362,CAMBO J,,,206,N,128,E,GAS,09,263488,945936,XTO ENERGY INC.,EDWARDS RANCH A UNIT,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936160,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68785448,-97.44241506,32.6879864,-97.44271272,OPEN,722356,945936,XTO ENERGY INC.,EDWARDS RANCH A UNIT,6702,Land,362,CAMBO J,,,206,N,128,E,GAS,09,263488,945936,XTO ENERGY INC.,EDWARDS RANCH A UNIT,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936161,26H,Gas Well,5,40,Operator reported location - Distances and Plat,32.67846212,-97.4215916,32.67859446,-97.42188857,OPEN,722392,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,6883,Land,832,I&GN RR CO,,,546,S,730,W,GAS,09,264442,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,NEWARK EAST (BARNETT SHALE),  26H ,PRODUCING,YES,,,,
43936161,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67068704,-97.41311298,32.67081969,-97.4134097,OPEN,722392,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,6883,Land,832,I&GN RR CO,,,546,S,730,W,GAS,09,264442,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,NEWARK EAST (BARNETT SHALE),  26H ,PRODUCING,YES,,,,
43936162,21H,Gas Well,5,40,Operator reported location - Distances and Plat,32.66846392,-97.42351031,32.66859662,-97.42380732,OPEN,722383,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,6951,Land,832,I&GN RR CO,,,561,S,744,W,GAS,09,264448,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,NEWARK EAST (BARNETT SHALE),  21H ,PRODUCING,YES,,,,
43936162,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67072745,-97.41306718,32.67086019,-97.4133639,OPEN,722383,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,6951,Land,832,I&GN RR CO,,,561,S,744,W,GAS,09,264448,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW C UNIT,NEWARK EAST (BARNETT SHALE),  21H ,PRODUCING,YES,,,,
43936163,25H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69812542,-97.38833506,32.69825722,-97.3886311,OPEN,722422,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6876,Land,217,BBB&C RR CO,,,873,W,1717,S,GAS,09,266184,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),  25H ,PRODUCING,YES,,,,
43936163,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68909415,-97.4030503,32.68922627,-97.40334673,OPEN,722422,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,6876,Land,217,BBB&C RR CO,,,873,W,1717,S,GAS,09,266184,945936,XTO ENERGY INC.,EDWARDS RIVERHILLS B UNIT,NEWARK EAST (BARNETT SHALE),  25H ,PRODUCING,YES,,,,
43936164,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69524595,-97.45622455,32.69537755,-97.45652265,OPEN,722496,945936,XTO ENERGY INC.,JOHNSON COOK G UNIT,6683,Land,443,DIXON D H,,,481,S,805,W,GAS,09,263564,945936,XTO ENERGY INC.,JOHNSON COOK G UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936165,6H,Gas Well,5,40,Operator reported location - Distances and Plat,32.69218649,-97.45787408,32.69231816,-97.4581722,OPEN,722498,945936,XTO ENERGY INC.,JOHNSON COOK G UNIT,6691,Land,443,DIXON D H,,,816,W,471,S,GAS,09,263487,945936,XTO ENERGY INC.,JOHNSON COOK G UNIT,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936166,8H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68030116,-97.44272432,32.68043338,-97.44302192,OPEN,722508,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,6765,Land,362,CAMBO J,,,242,N,130,E,GAS,09,264043,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936166,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68775534,-97.44242199,32.68788721,-97.44271962,OPEN,722508,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,6765,Land,362,CAMBO J,,,242,N,130,E,GAS,09,264043,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936167,7H,Gas Well,5,40,Operator reported location - Distances and Plat,32.67907338,-97.44142667,32.67920563,-97.44172428,OPEN,722505,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,6676,Land,362,CAMBO J,,,129,E,230,N,GAS,09,264037,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43936167,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68778841,-97.4424186,32.68792031,-97.44271622,OPEN,722505,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,6676,Land,362,CAMBO J,,,129,E,230,N,GAS,09,264037,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43936168,9H,Gas Well,5,40,Operator reported location - Distances and Plat,32.68078728,-97.4434122,32.68091946,-97.44370984,OPEN,722514,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,6664,Land,362,CAMBO J,,,131,E,254,N,GAS,09,264046,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,NEWARK EAST (BARNETT SHALE),   9H ,PRODUCING,YES,,,,
43936168,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.68772227,-97.44242539,32.68785421,-97.44272302,OPEN,722514,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,6664,Land,362,CAMBO J,,,131,E,254,N,GAS,09,264046,945936,XTO ENERGY INC.,EDWARDS RANCH B UNIT,NEWARK EAST (BARNETT SHALE),   9H ,PRODUCING,YES,,,,
43936175,9H,Gas Well,5,40,Operator reported location - Distances and Plat,32.66226992,-97.42418311,32.66240284,-97.42448013,OPEN,722756,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,6969,Land,832,I&GN RR CO,,,749,W,522,S,GAS,09,264993,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,NEWARK EAST (BARNETT SHALE),   9H ,PRODUCING,YES,,,,
43936175,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67061993,-97.41305172,32.67075259,-97.4133484,OPEN,722756,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,6969,Land,832,I&GN RR CO,,,749,W,522,S,GAS,09,264993,945936,XTO ENERGY INC.,EDWARDS OVERLAND NW D UNIT,NEWARK EAST (BARNETT SHALE),   9H ,PRODUCING,YES,,,,
43936219,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.66811288,-97.43767581,32.66824556,-97.43797325,OPEN,723931,945936,XTO ENERGY INC.,MIRA VISTA UNIT,6813,Land,409,DUNHAM J A,,,111,N,970,E,GAS,09,264750,945936,XTO ENERGY INC.,MIRA VISTA UNIT,NEWARK EAST (BARNETT SHALE),A  1H ,PRODUCING,YES,,,,
43936408,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.67027689,-97.42501794,32.67040954,-97.42531497,OPEN,728194,945936,XTO ENERGY INC.,TIMEBERCREEK MW UNIT,6836,Land,1264,ROGERS J,,,2495,W,1010,S,GAS,09,265911,945936,XTO ENERGY INC.,TIMBER CREEK MW UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43936408,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67845147,-97.4339304,32.6785838,-97.43422775,OPEN,728194,945936,XTO ENERGY INC.,TIMEBERCREEK MW UNIT,6836,Land,1264,ROGERS J,,,2495,W,1010,S,GAS,09,265911,945936,XTO ENERGY INC.,TIMBER CREEK MW UNIT,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43936417,6H,Gas Well,5,40,Operator reported location - Distances and Plat,32.67152618,-97.44085571,32.67165872,-97.44115325,OPEN,728680,945936,XTO ENERGY INC.,TIMBER CREEK C UNIT,6796,Land,1264,ROGERS J,,,1009,S,2480,W,GAS,09,267315,945936,XTO ENERGY INC.,TIMBER CREEK C UNIT,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936417,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.67844871,-97.43397917,32.678581,-97.43427655,OPEN,728680,945936,XTO ENERGY INC.,TIMBER CREEK C UNIT,6796,Land,1264,ROGERS J,,,1009,S,2480,W,GAS,09,267315,945936,XTO ENERGY INC.,TIMBER CREEK C UNIT,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
